Temperature (C),Humidity (%),BMP Temp (C),Pressure (hPa),MQ135 Voltage (V),PM2.5 (µg/m³),PPM (CO2)
32.3,79.0,31.37,1003.93,0.04,2.18,0.21
32.3,79.0,31.37,1003.93,0.04,1.89,0.14
32.3,79.0,31.37,1003.93,0.07,3.51,0.81
32.3,79.0,31.37,1003.93,0.03,1.69,0.1
32.3,79.0,31.37,1003.93,0.03,1.41,0.06
32.3,79.0,31.37,1003.93,0.04,1.93,0.15
32.3,79.0,31.37,1003.93,0.04,1.89,0.14
32.3,79.0,31.37,1003.93,0.04,1.97,0.16
32.3,79.0,31.37,1003.93,0.04,2.01,0.17
32.3,79.0,31.38,1003.94,0.02,1.13,0.03
32.3,79.0,31.38,1003.93,0.04,2.1,0.19
32.3,79.0,31.38,1003.94,0.04,1.85,0.14
32.3,79.0,31.38,1003.94,0.03,1.73,0.11
32.3,79.0,31.39,1003.94,0.07,3.71,0.95
32.3,79.0,31.39,1003.95,0.04,1.97,0.16
32.3,79.0,31.39,1003.94,0.04,2.01,0.17
32.3,79.0,31.39,1003.94,0.04,1.93,0.15
32.3,79.0,31.39,1003.94,0.04,2.14,0.2
32.3,79.0,31.39,1003.95,0.05,2.34,0.26
32.3,79.0,31.39,1003.95,0.04,2.14,0.2
32.3,79.0,31.4,1003.95,0.03,1.57,0.09
32.3,79.0,31.4,1003.96,0.04,1.89,0.14
32.3,79.0,31.4,1003.96,0.04,1.93,0.15
32.3,79.0,31.4,1003.96,0.06,2.78,0.42
32.3,79.0,31.4,1003.96,0.04,2.1,0.19
32.3,79.0,31.39,1003.96,0.04,1.93,0.15
32.3,79.0,31.39,1003.96,0.04,1.89,0.14
32.3,79.0,31.39,1003.96,0.04,1.97,0.16
32.3,79.0,31.39,1003.96,0.04,1.93,0.15
32.3,79.0,31.38,1003.96,0.03,1.73,0.11
32.3,79.0,31.38,1003.96,0.05,2.38,0.27
32.3,79.0,31.37,1003.96,0.04,1.93,0.15
32.3,79.0,31.38,1003.96,0.06,3.22,0.64
32.3,79.0,31.37,1003.97,0.04,1.93,0.15
32.3,79.0,31.37,1003.97,0.06,3.18,0.62
32.3,79.0,31.37,1003.96,0.05,2.58,0.34
32.3,79.0,31.37,1003.96,0.05,2.34,0.26
32.3,79.0,31.38,1003.96,0.03,1.53,0.08
32.3,79.0,31.38,1003.96,0.03,1.69,0.1
32.3,79.0,31.38,1003.96,0.04,2.22,0.22
32.3,79.0,31.38,1003.96,0.04,2.14,0.2
32.3,79.0,31.38,1003.96,0.05,2.34,0.26
32.3,79.0,31.37,1003.96,0.04,2.18,0.21
32.3,79.0,31.37,1003.96,0.09,4.35,1.5
32.3,79.0,31.37,1003.96,0.04,2.1,0.19
32.3,79.0,31.37,1003.96,0.03,1.37,0.06
32.3,79.0,31.37,1003.97,0.05,2.42,0.28
32.3,79.0,31.36,1003.96,0.06,2.78,0.42
32.3,79.0,31.36,1003.96,0.06,3.18,0.62
32.3,79.0,31.36,1003.96,0.04,1.93,0.15
32.3,79.0,31.37,1003.96,0.03,1.73,0.11
32.3,79.0,31.37,1003.96,0.03,1.53,0.08
32.3,79.0,31.37,1003.97,0.05,2.5,0.31
32.3,79.0,31.37,1003.98,0.05,2.46,0.3
32.3,79.0,31.38,1003.98,0.04,2.18,0.21
32.3,79.0,31.38,1003.98,0.05,2.58,0.34
32.3,79.0,31.39,1003.98,0.03,1.33,0.05
32.3,79.0,31.39,1003.97,0.03,1.57,0.09
32.3,79.0,31.39,1003.98,0.05,2.58,0.34
32.3,79.0,31.4,1003.98,0.04,1.93,0.15
32.3,79.0,31.4,1003.98,0.04,2.18,0.21
32.3,79.0,31.4,1003.98,0.03,1.69,0.1
32.3,79.0,31.4,1003.98,0.04,1.89,0.14
32.3,79.0,31.4,1003.98,0.04,1.93,0.15
32.3,79.0,31.4,1003.97,0.03,1.41,0.06
32.3,79.0,31.4,1003.98,0.03,1.73,0.11
32.3,79.0,31.4,1003.98,0.04,1.89,0.14
32.3,79.0,31.39,1003.98,0.04,1.93,0.15
32.3,79.0,31.39,1003.99,0.03,1.73,0.11
32.3,79.0,31.39,1003.99,0.04,1.85,0.14
32.3,79.0,31.39,1003.99,0.04,2.1,0.19
32.3,79.0,31.38,1003.99,0.04,1.93,0.15
32.3,79.0,31.38,1003.99,0.04,1.97,0.16
32.3,79.0,31.38,1003.99,0.06,3.22,0.64
32.3,79.0,31.38,1003.99,0.05,2.34,0.26
32.3,79.0,31.38,1003.99,0.03,1.41,0.06
32.3,79.0,31.39,1004.0,0.04,1.81,0.13
32.3,79.0,31.39,1004.0,0.04,2.18,0.21
32.3,79.0,31.39,1003.99,0.05,2.3,0.25
32.3,79.0,31.39,1004.0,0.04,1.85,0.14
32.3,79.0,31.4,1004.0,0.06,3.22,0.64
32.3,79.0,31.4,1004.0,0.05,2.5,0.31
32.3,79.0,31.39,1003.99,0.04,2.22,0.22
32.3,79.0,31.39,1003.99,0.03,1.69,0.1
32.3,79.0,31.39,1004.0,0.04,1.89,0.14
32.3,79.0,31.39,1003.99,0.04,1.81,0.13
32.3,79.0,31.39,1003.99,0.05,2.5,0.31
32.3,79.0,31.39,1004.0,0.03,1.45,0.07
32.3,79.0,31.39,1004.0,0.04,1.93,0.15
32.3,79.0,31.39,1004.0,0.04,1.85,0.14
32.3,79.0,31.39,1004.0,0.03,1.49,0.07
32.3,79.0,31.39,1004.0,0.04,2.22,0.22
32.3,79.0,31.39,1004.0,0.05,2.58,0.34
32.3,79.0,31.39,1004.0,0.04,1.89,0.14
32.3,79.0,31.38,1003.99,0.05,2.5,0.31
32.3,79.0,31.38,1004.0,0.03,1.37,0.06
32.3,79.0,31.37,1003.99,0.04,2.01,0.17
32.3,79.0,31.36,1004.0,0.05,2.7,0.39
32.3,79.0,31.35,1004.0,0.05,2.62,0.36
32.3,79.0,31.35,1004.01,0.04,2.14,0.2
32.3,79.0,31.34,1004.0,0.04,1.93,0.15
32.3,79.0,31.34,1004.01,0.04,1.93,0.15
32.3,79.0,31.34,1004.0,0.06,3.18,0.62
32.3,79.0,31.34,1004.01,0.04,2.14,0.2
32.3,79.0,31.34,1004.01,0.03,1.73,0.11
32.3,79.0,31.34,1004.01,0.03,1.57,0.09
32.3,79.0,31.34,1004.01,0.04,2.1,0.19
32.3,79.0,31.34,1004.01,0.08,4.15,1.31
32.3,79.0,31.34,1004.01,0.04,1.85,0.14
32.3,79.0,31.34,1004.02,0.06,3.14,0.6
32.3,79.0,31.34,1004.02,0.04,1.93,0.15
32.3,79.0,31.34,1004.02,0.04,1.93,0.15
32.3,79.0,31.34,1004.02,0.04,1.93,0.15
32.3,79.0,31.34,1004.02,0.0,0.04,0.0
32.3,79.0,31.34,1004.02,0.05,2.34,0.26
32.3,79.0,31.34,1004.02,0.06,2.78,0.42
32.3,79.0,31.34,1004.02,0.04,1.85,0.14
32.3,79.0,31.33,1004.02,0.04,2.14,0.2
32.3,79.0,31.33,1004.02,0.09,4.27,1.42
32.3,79.0,31.33,1004.02,0.04,2.1,0.19
32.3,79.0,31.34,1004.02,0.05,2.46,0.3
32.3,79.0,31.34,1004.02,0.05,2.38,0.27
32.3,79.0,31.34,1004.02,0.04,2.22,0.22
32.3,79.0,31.34,1004.02,0.03,1.49,0.07
32.3,79.0,31.35,1004.02,0.03,1.73,0.11
32.3,79.0,31.35,1004.02,0.04,1.97,0.16
32.3,79.0,31.35,1004.02,0.05,2.58,0.34
32.3,79.0,31.35,1004.02,0.04,2.05,0.18
32.3,79.0,31.35,1004.02,0.03,1.73,0.11
32.3,79.0,31.35,1004.03,0.03,1.73,0.11
32.3,79.0,31.35,1004.03,0.04,1.93,0.15
32.3,79.0,31.35,1004.02,0.04,2.05,0.18
32.3,79.0,31.36,1004.02,0.04,2.01,0.17
32.3,79.0,31.36,1004.03,0.04,2.01,0.17
32.3,79.0,31.36,1004.02,0.05,2.34,0.26
32.3,79.0,31.37,1004.02,0.06,3.1,0.58
32.3,79.0,31.37,1004.03,0.03,1.49,0.07
32.3,79.0,31.37,1004.03,0.05,2.3,0.25
32.3,79.0,31.38,1004.04,0.03,1.41,0.06
32.3,79.0,31.38,1004.04,0.04,1.93,0.15
32.3,79.0,31.37,1004.03,0.03,1.29,0.05
32.3,79.0,31.37,1004.03,0.04,2.18,0.21
32.3,79.0,31.37,1004.03,0.05,2.26,0.23
32.3,79.0,31.36,1004.04,0.04,2.01,0.17
32.3,79.0,31.36,1004.04,0.04,1.93,0.15
32.3,79.0,31.36,1004.04,0.05,2.38,0.27
32.3,79.0,31.36,1004.03,0.04,1.93,0.15
32.3,79.0,31.36,1004.03,0.04,1.85,0.14
32.3,79.0,31.37,1004.03,0.04,1.93,0.15
32.3,79.0,31.37,1004.04,0.07,3.3,0.69
32.3,79.0,31.37,1004.04,0.04,2.05,0.18
32.3,79.0,31.37,1004.04,0.05,2.34,0.26
32.3,79.0,31.37,1004.04,0.03,1.49,0.07
32.3,79.0,31.37,1004.05,0.04,2.05,0.18
32.3,79.0,31.37,1004.05,0.04,2.22,0.22
32.3,79.0,31.37,1004.06,0.04,2.18,0.21
32.3,79.0,31.37,1004.05,0.03,1.33,0.05
32.3,79.0,31.37,1004.05,0.04,1.93,0.15
32.3,79.0,31.36,1004.05,0.04,1.81,0.13
32.3,79.0,31.36,1004.04,0.03,1.69,0.1
32.3,79.0,31.36,1004.04,0.04,1.81,0.13
32.3,79.0,31.36,1004.04,0.04,1.89,0.14
32.3,79.0,31.36,1004.04,0.04,1.85,0.14
32.3,79.0,31.36,1004.04,0.04,1.81,0.13
32.3,79.0,31.36,1004.04,0.05,2.38,0.27
32.3,79.0,31.36,1004.05,0.04,2.01,0.17
32.3,79.0,31.35,1004.04,0.05,2.38,0.27
32.3,79.0,31.35,1004.05,0.05,2.58,0.34
32.3,79.0,31.35,1004.05,0.05,2.34,0.26
32.3,79.0,31.35,1004.05,0.05,2.3,0.25
32.3,79.0,31.35,1004.05,0.05,2.3,0.25
32.3,79.0,31.35,1004.05,0.03,1.33,0.05
32.3,79.0,31.35,1004.06,0.04,1.89,0.14
32.3,79.0,31.35,1004.05,0.0,0.24,0.0
32.3,79.0,31.35,1004.06,0.05,2.34,0.26
32.3,79.0,31.35,1004.06,0.04,2.18,0.21
32.3,79.0,31.36,1004.06,0.06,3.02,0.53
32.3,79.0,31.36,1004.06,0.03,1.37,0.06
32.3,79.0,31.36,1004.06,0.03,1.53,0.08
32.3,79.0,31.35,1004.06,0.04,1.97,0.16
32.3,79.0,31.35,1004.06,0.04,2.22,0.22
32.3,79.0,31.35,1004.07,0.05,2.58,0.34
32.3,79.0,31.35,1004.06,0.05,2.5,0.31
32.3,79.0,31.35,1004.06,0.05,2.34,0.26
32.3,79.0,31.35,1004.06,0.03,1.57,0.09
32.3,79.0,31.35,1004.06,0.05,2.58,0.34
32.3,79.0,31.35,1004.06,0.04,1.93,0.15
32.3,79.0,31.35,1004.06,0.05,2.38,0.27
32.3,79.0,31.35,1004.07,0.04,2.01,0.17
32.3,79.0,31.35,1004.07,0.04,2.14,0.2
32.3,79.0,31.35,1004.07,0.04,2.1,0.19
32.3,79.0,31.35,1004.08,0.04,1.93,0.15
32.3,79.0,31.35,1004.08,0.04,1.85,0.14
32.3,79.0,31.35,1004.07,0.04,2.18,0.21
32.3,79.0,31.35,1004.08,0.04,1.93,0.15
32.3,79.0,31.35,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.07,0.02,1.01,0.02
32.3,79.0,31.36,1004.07,0.04,1.93,0.15
32.3,79.0,31.36,1004.07,0.06,2.82,0.44
32.3,79.0,31.36,1004.07,0.01,0.64,0.01
32.3,79.0,31.36,1004.07,0.03,1.65,0.1
32.3,79.0,31.36,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.08,0.03,1.53,0.08
32.3,79.0,31.36,1004.08,0.04,2.05,0.18
32.3,79.0,31.35,1004.08,0.04,2.01,0.17
32.3,79.0,31.35,1004.08,0.04,1.97,0.16
32.3,79.0,31.35,1004.08,0.04,1.97,0.16
32.3,79.0,31.35,1004.08,0.04,1.97,0.16
32.3,79.0,31.35,1004.08,0.05,2.62,0.36
32.3,79.0,31.35,1004.08,0.04,2.05,0.18
32.3,79.0,31.35,1004.08,0.02,1.21,0.04
32.3,79.0,31.35,1004.08,0.03,1.57,0.09
32.3,79.0,31.35,1004.08,0.05,2.34,0.26
32.3,79.0,31.35,1004.08,0.04,1.89,0.14
32.3,79.0,31.36,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.08,0.06,3.18,0.62
32.3,79.0,31.36,1004.08,0.04,2.14,0.2
32.3,79.0,31.36,1004.08,0.04,2.22,0.22
32.3,79.0,31.35,1004.08,0.04,2.1,0.19
32.3,79.0,31.35,1004.08,0.03,1.61,0.09
32.3,79.0,31.35,1004.08,0.04,2.01,0.17
32.3,79.0,31.34,1004.08,0.04,1.97,0.16
32.3,79.0,31.34,1004.08,0.04,1.85,0.14
32.3,79.0,31.34,1004.09,0.03,1.65,0.1
32.3,79.0,31.34,1004.08,0.04,1.97,0.16
32.3,79.0,31.34,1004.08,0.05,2.58,0.34
32.3,79.0,31.35,1004.08,0.03,1.69,0.1
32.3,79.0,31.35,1004.08,0.05,2.54,0.33
32.3,79.0,31.35,1004.08,0.04,2.05,0.18
32.3,79.0,31.36,1004.08,0.04,1.89,0.14
32.3,79.0,31.36,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.08,0.04,2.18,0.21
32.3,79.0,31.36,1004.08,0.04,2.18,0.21
32.3,79.0,31.36,1004.08,0.05,2.42,0.28
32.3,79.0,31.36,1004.08,0.04,2.05,0.18
32.3,79.0,31.36,1004.08,0.04,1.85,0.14
32.3,79.0,31.36,1004.08,0.04,1.93,0.15
32.3,79.0,31.36,1004.08,0.05,2.7,0.39
32.3,79.0,31.36,1004.08,0.03,1.45,0.07
32.3,79.0,31.37,1004.08,0.04,1.93,0.15
32.3,79.0,31.37,1004.08,0.03,1.33,0.05
32.3,79.0,31.37,1004.09,0.04,1.93,0.15
32.3,79.0,31.37,1004.09,0.05,2.62,0.36
32.3,79.0,31.37,1004.09,0.05,2.34,0.26
32.3,79.0,31.37,1004.09,0.04,1.81,0.13
32.3,79.0,31.38,1004.09,0.01,0.56,0.0
32.3,79.0,31.38,1004.09,0.03,1.53,0.08
32.3,79.0,31.38,1004.09,0.04,1.77,0.12
32.3,79.0,31.38,1004.09,0.04,1.93,0.15
32.3,79.0,31.38,1004.09,0.04,2.05,0.18
32.3,79.0,31.38,1004.1,0.04,1.93,0.15
32.3,79.0,31.38,1004.1,0.03,1.33,0.05
32.3,79.0,31.39,1004.1,0.0,0.0,0.0
32.3,79.0,31.39,1004.11,0.04,1.93,0.15
32.3,79.0,31.4,1004.11,0.08,3.91,1.11
32.3,79.0,31.41,1004.11,0.03,1.49,0.07
32.3,79.0,31.41,1004.11,0.04,1.93,0.15
32.3,79.0,31.41,1004.11,0.04,1.97,0.16
32.3,79.0,31.41,1004.11,0.04,1.97,0.16
32.3,79.0,31.42,1004.11,0.04,1.85,0.14
32.3,79.0,31.41,1004.12,0.02,0.89,0.02
32.3,79.0,31.41,1004.12,0.04,1.93,0.15
32.3,79.0,31.41,1004.12,0.04,2.01,0.17
32.3,79.0,31.4,1004.12,0.05,2.42,0.28
32.3,79.0,31.4,1004.12,0.07,3.34,0.71
32.3,79.0,31.4,1004.11,0.04,1.93,0.15
32.3,79.0,31.4,1004.12,0.03,1.45,0.07
32.3,79.0,31.4,1004.12,0.03,1.57,0.09
32.3,79.0,31.4,1004.12,0.04,1.89,0.14
32.3,79.0,31.4,1004.12,0.04,1.93,0.15
32.3,79.0,31.4,1004.12,0.03,1.41,0.06
32.3,79.0,31.4,1004.12,0.04,1.77,0.12
32.3,79.0,31.39,1004.12,0.04,1.93,0.15
32.3,79.0,31.39,1004.11,0.07,3.26,0.66
32.3,79.0,31.39,1004.11,0.03,1.69,0.1
32.3,79.0,31.39,1004.12,0.07,3.26,0.66
32.3,79.0,31.38,1004.13,0.04,2.14,0.2
32.3,79.0,31.38,1004.12,0.04,1.89,0.14
32.3,79.0,31.38,1004.12,0.04,1.81,0.13
32.3,79.0,31.38,1004.12,0.06,3.22,0.64
32.3,79.0,31.38,1004.12,0.05,2.26,0.23
32.3,79.0,31.38,1004.12,0.03,1.61,0.09
32.3,79.0,31.38,1004.13,0.03,1.37,0.06
32.3,79.0,31.39,1004.13,0.04,2.01,0.17
32.3,79.0,31.39,1004.13,0.03,1.57,0.09
32.3,79.0,31.39,1004.13,0.0,0.0,0.0
32.3,79.0,31.39,1004.13,0.05,2.42,0.28
32.3,79.0,31.39,1004.13,0.03,1.53,0.08
32.3,79.0,31.39,1004.13,0.04,1.85,0.14
32.3,79.0,31.39,1004.14,0.04,2.22,0.22
32.3,79.0,31.38,1004.13,0.03,1.61,0.09
32.3,79.0,31.38,1004.14,0.04,1.93,0.15
32.3,79.0,31.38,1004.14,0.05,2.62,0.36
32.3,79.0,31.39,1004.14,0.03,1.73,0.11
32.3,79.0,31.39,1004.14,0.06,3.02,0.53
32.3,79.0,31.39,1004.14,0.05,2.46,0.3
32.3,79.0,31.39,1004.14,0.04,1.93,0.15
32.3,79.0,31.39,1004.14,0.04,1.93,0.15
32.3,79.0,31.39,1004.13,0.02,0.89,0.02
32.3,79.0,31.38,1004.13,0.05,2.3,0.25
32.3,79.0,31.38,1004.13,0.03,1.69,0.1
32.3,79.0,31.38,1004.13,0.03,1.29,0.05
32.3,79.0,31.37,1004.14,0.04,2.05,0.18
32.3,79.0,31.37,1004.14,0.04,2.05,0.18
32.3,79.0,31.37,1004.14,0.02,1.17,0.04
32.3,79.0,31.37,1004.15,0.04,1.81,0.13
32.3,79.0,31.37,1004.15,0.03,1.73,0.11
32.3,79.0,31.37,1004.15,0.02,1.21,0.04
32.3,79.0,31.37,1004.15,0.05,2.58,0.34
32.3,79.0,31.38,1004.15,0.08,3.83,1.04
32.3,79.0,31.38,1004.16,0.05,2.66,0.37
32.3,79.0,31.38,1004.16,0.04,2.22,0.22
32.3,79.0,31.39,1004.16,0.04,1.93,0.15
32.3,79.0,31.39,1004.16,0.04,2.1,0.19
32.3,79.0,31.39,1004.16,0.04,1.93,0.15
32.3,79.0,31.39,1004.16,0.04,2.01,0.17
32.3,79.0,31.39,1004.16,0.05,2.26,0.23
32.3,79.0,31.4,1004.16,0.04,1.89,0.14
32.3,79.0,31.4,1004.16,0.04,2.05,0.18
32.3,79.0,31.4,1004.16,0.03,1.57,0.09
32.3,79.0,31.41,1004.17,0.04,1.93,0.15
32.3,79.0,31.41,1004.17,0.02,0.93,0.02
32.3,79.0,31.4,1004.17,0.05,2.66,0.37
32.3,79.0,31.4,1004.17,0.04,1.93,0.15
32.3,79.0,31.4,1004.17,0.04,2.01,0.17
32.3,79.0,31.4,1004.17,0.05,2.34,0.26
32.3,79.0,31.4,1004.17,0.04,2.22,0.22
32.3,79.0,31.4,1004.17,0.04,1.97,0.16
32.3,79.0,31.4,1004.18,0.06,3.1,0.58
32.3,79.0,31.4,1004.19,0.04,2.14,0.2
32.3,79.0,31.4,1004.18,0.04,1.89,0.14
32.3,79.0,31.39,1004.19,0.04,2.18,0.21
32.3,79.0,31.39,1004.19,0.04,2.05,0.18
32.3,79.0,31.39,1004.19,0.03,1.65,0.1
32.3,79.0,31.39,1004.19,0.04,1.93,0.15
32.3,79.0,31.39,1004.2,0.03,1.33,0.05
32.3,79.0,31.4,1004.2,0.04,1.89,0.14
32.3,79.0,31.4,1004.2,0.06,2.82,0.44
32.3,79.0,31.41,1004.2,0.04,2.01,0.17
32.3,79.0,31.41,1004.21,0.04,1.97,0.16
32.3,79.0,31.41,1004.2,0.04,1.93,0.15
32.3,79.0,31.41,1004.21,0.06,2.82,0.44
32.3,79.0,31.41,1004.21,0.06,2.94,0.49
32.3,79.0,31.4,1004.2,0.04,1.89,0.14
32.3,79.0,31.39,1004.21,0.04,1.93,0.15
32.3,79.0,31.39,1004.2,0.04,1.89,0.14
32.3,79.0,31.38,1004.2,0.05,2.3,0.25
32.3,79.0,31.37,1004.2,0.02,0.89,0.02
32.3,79.0,31.37,1004.2,0.03,1.41,0.06
32.3,79.0,31.36,1004.2,0.03,1.53,0.08
32.3,79.0,31.36,1004.2,0.04,1.85,0.14
32.3,79.0,31.36,1004.2,0.04,2.22,0.22
32.3,79.0,31.35,1004.2,0.05,2.26,0.23
32.3,79.0,31.35,1004.19,0.03,1.73,0.11
32.3,79.0,31.35,1004.2,0.03,1.73,0.11
32.3,79.0,31.34,1004.2,0.06,2.9,0.48
32.3,79.0,31.34,1004.2,0.05,2.7,0.39
32.3,79.0,31.34,1004.2,0.04,2.14,0.2
32.3,79.0,31.34,1004.2,0.03,1.73,0.11
32.3,79.0,31.35,1004.2,0.09,4.51,1.66
32.3,79.0,31.35,1004.2,0.04,1.77,0.12
32.3,79.0,31.35,1004.2,0.03,1.33,0.05
32.3,79.0,31.35,1004.21,0.04,1.89,0.14
32.3,79.0,31.35,1004.21,0.03,1.73,0.11
32.3,79.0,31.34,1004.21,0.06,3.1,0.58
32.3,79.0,31.34,1004.21,0.03,1.73,0.11
32.3,79.0,31.34,1004.21,0.04,2.22,0.22
32.3,79.0,31.34,1004.21,0.04,1.93,0.15
32.3,79.0,31.34,1004.21,0.03,1.29,0.05
32.3,79.0,31.34,1004.22,0.01,0.64,0.01
32.3,79.0,31.34,1004.22,0.05,2.46,0.3
32.3,79.0,31.35,1004.23,0.0,0.0,0.0
32.3,79.0,31.35,1004.23,0.04,1.93,0.15
32.3,79.0,31.35,1004.23,0.05,2.46,0.3
32.3,79.0,31.35,1004.23,0.04,1.81,0.13
32.3,79.0,31.36,1004.23,0.06,2.86,0.46
32.3,79.0,31.36,1004.23,0.03,1.65,0.1
32.3,79.0,31.36,1004.23,0.04,1.93,0.15
32.3,79.0,31.36,1004.23,0.04,1.93,0.15
32.3,79.0,31.36,1004.23,0.05,2.58,0.34
32.3,79.0,31.36,1004.23,0.04,2.1,0.19
32.3,79.0,31.36,1004.23,0.05,2.46,0.3
32.3,79.0,31.36,1004.23,0.04,1.97,0.16
32.3,79.0,31.36,1004.24,0.05,2.34,0.26
32.3,79.0,31.37,1004.24,0.05,2.7,0.39
32.3,79.0,31.37,1004.24,0.09,4.59,1.75
32.3,79.0,31.37,1004.25,0.03,1.41,0.06
32.3,79.0,31.37,1004.25,0.03,1.53,0.08
32.3,79.0,31.37,1004.25,0.04,1.97,0.16
32.3,79.0,31.38,1004.25,0.06,3.22,0.64
32.3,79.0,31.38,1004.25,0.05,2.46,0.3
32.3,79.0,31.38,1004.24,0.06,3.22,0.64
32.3,79.0,31.39,1004.25,0.04,2.18,0.21
32.3,79.0,31.39,1004.25,0.05,2.38,0.27
32.3,79.0,31.39,1004.25,0.04,1.93,0.15
32.3,79.0,31.39,1004.25,0.04,2.01,0.17
32.3,79.0,31.39,1004.25,0.05,2.34,0.26
32.3,79.0,31.38,1004.25,0.03,1.65,0.1
32.3,79.0,31.38,1004.25,0.04,2.05,0.18
32.3,79.0,31.38,1004.26,0.04,1.93,0.15
32.3,79.0,31.38,1004.26,0.04,2.01,0.17
32.3,79.0,31.38,1004.26,0.04,2.01,0.17
32.3,79.0,31.38,1004.26,0.04,2.22,0.22
32.3,79.0,31.38,1004.26,0.05,2.62,0.36
32.3,79.0,31.38,1004.26,0.02,1.09,0.03
32.3,79.0,31.38,1004.26,0.04,1.93,0.15
32.3,79.0,31.37,1004.26,0.03,1.33,0.05
32.3,79.0,31.37,1004.26,0.03,1.45,0.07
32.3,79.0,31.36,1004.26,0.08,4.15,1.31
32.3,79.0,31.36,1004.26,0.05,2.54,0.33
32.3,79.0,31.36,1004.26,0.04,2.18,0.21
32.3,79.0,31.36,1004.26,0.04,1.93,0.15
32.3,79.0,31.36,1004.26,0.05,2.58,0.34
32.3,79.0,31.36,1004.26,0.06,3.02,0.53
32.3,79.0,31.36,1004.26,0.04,2.18,0.21
32.3,79.0,31.36,1004.26,0.05,2.66,0.37
32.3,79.0,31.36,1004.26,0.03,1.73,0.11
32.3,79.0,31.36,1004.26,0.04,1.85,0.14
32.3,79.0,31.36,1004.26,0.05,2.38,0.27
32.3,79.0,31.36,1004.27,0.04,2.05,0.18
32.3,79.0,31.36,1004.27,0.03,1.49,0.07
32.3,79.0,31.36,1004.27,0.04,1.93,0.15
32.3,79.0,31.36,1004.27,0.04,2.14,0.2
32.3,79.0,31.36,1004.26,0.05,2.62,0.36
32.3,79.0,31.36,1004.26,0.05,2.58,0.34
32.3,79.0,31.36,1004.27,0.05,2.66,0.37
32.3,79.0,31.36,1004.26,0.04,2.18,0.21
32.3,79.0,31.36,1004.27,0.04,2.22,0.22
32.3,79.0,31.36,1004.27,0.03,1.57,0.09
32.3,79.0,31.36,1004.28,0.04,1.93,0.15
32.3,79.0,31.36,1004.28,0.04,1.85,0.14
32.3,79.0,31.36,1004.29,0.04,2.22,0.22
32.3,79.0,31.36,1004.29,0.04,1.93,0.15
32.3,79.0,31.37,1004.29,0.05,2.62,0.36
32.3,79.0,31.37,1004.29,0.02,0.77,0.01
32.3,79.0,31.37,1004.29,0.04,1.77,0.12
32.3,79.0,31.37,1004.29,0.04,1.85,0.14
32.3,79.0,31.37,1004.29,0.04,1.93,0.15
32.3,79.0,31.37,1004.28,0.04,2.22,0.22
32.3,79.0,31.37,1004.29,0.04,2.14,0.2
32.3,79.0,31.37,1004.29,0.06,2.9,0.48
32.3,79.0,31.36,1004.28,0.04,2.18,0.21
32.3,79.0,31.37,1004.29,0.04,1.93,0.15
32.3,79.0,31.37,1004.29,0.04,2.22,0.22
32.3,79.0,31.37,1004.29,0.03,1.29,0.05
32.3,79.0,31.37,1004.29,0.04,2.22,0.22
32.3,79.0,31.37,1004.29,0.04,1.93,0.15
32.3,79.0,31.38,1004.29,0.04,2.05,0.18
32.3,79.0,31.38,1004.3,0.04,1.85,0.14
32.3,79.0,31.39,1004.3,0.06,3.18,0.62
32.3,79.0,31.39,1004.3,0.05,2.5,0.31
32.3,79.0,31.39,1004.3,0.04,1.93,0.15
32.3,79.0,31.39,1004.3,0.05,2.26,0.23
32.3,79.0,31.39,1004.3,0.08,3.95,1.14
32.3,79.0,31.39,1004.31,0.04,1.97,0.16
32.3,79.0,31.39,1004.31,0.04,1.93,0.15
32.3,79.0,31.38,1004.31,0.1,4.75,1.93
32.3,79.0,31.38,1004.31,0.04,1.93,0.15
32.3,79.0,31.38,1004.31,0.03,1.65,0.1
32.3,79.0,31.37,1004.31,0.05,2.54,0.33
32.3,79.0,31.37,1004.31,0.08,3.87,1.07
32.3,79.0,31.37,1004.3,0.04,1.93,0.15
32.3,79.0,31.37,1004.31,0.05,2.7,0.39
32.3,79.0,31.37,1004.31,0.05,2.62,0.36
32.3,79.0,31.37,1004.31,0.04,2.1,0.19
32.3,79.0,31.37,1004.3,0.04,1.93,0.15
32.3,79.0,31.37,1004.31,0.05,2.38,0.27
32.3,79.0,31.37,1004.31,0.03,1.61,0.09
32.3,79.0,31.37,1004.31,0.04,1.77,0.12
32.3,79.0,31.37,1004.31,0.03,1.65,0.1
32.3,79.0,31.37,1004.31,0.04,1.97,0.16
32.3,79.0,31.37,1004.31,0.04,1.97,0.16
32.3,79.0,31.38,1004.32,0.09,4.43,1.58
32.3,79.0,31.38,1004.32,0.04,1.93,0.15
32.3,79.0,31.38,1004.32,0.04,1.93,0.15
32.3,79.0,31.38,1004.32,0.05,2.5,0.31
32.3,79.0,31.39,1004.32,0.04,1.93,0.15
32.3,79.0,31.39,1004.32,0.04,2.05,0.18
32.3,79.0,31.39,1004.32,0.02,1.01,0.02
